time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2013-09-24T12:42:10.790Z,27.3325,65.6226,10.04,4.9,mb,,59,7.526,1.02,us,usb000jykh,2022-05-03T16:27:07.559Z,"111 km WSW of Khuzdar, Pakistan",earthquake,,1.8,0.061,,reviewed,us,us
2013-09-24T12:07:06.640Z,27.3528,65.6604,10,4.7,mb,,99,7.565,0.76,us,usb000jyjr,2013-12-13T09:00:32.000Z,"106 km WSW of Khuzdar, Pakistan",earthquake,,1.9,0.09,,reviewed,us,us
2013-09-24T11:50:37.360Z,26.5617,65.2146,10,5,mb,,85,8.209,0.89,us,usb000k2c6,2022-05-03T16:38:15.246Z,"115 km WNW of Bela, Pakistan",earthquake,,1.9,0.109,,reviewed,us,us
2013-09-24T11:44:26.490Z,25.3764,65.9668,10,5,mb,,208,18.073,1.17,us,usb000k2c4,2013-12-13T09:00:31.000Z,"81 km SW of Uthal, Pakistan",earthquake,,2,0.401,,reviewed,us,us
2013-09-24T11:43:54.450Z,26.5902,65.1551,9.99,4.6,mb,,144,16.056,0.81,us,usb000k2c2,2013-12-13T09:00:31.000Z,"122 km WNW of Bela, Pakistan",earthquake,,1.9,0.194,,reviewed,us,us
2013-09-24T11:42:43.280Z,26.8928,66.3616,10,4.8,mb,,182,22.875,0.38,us,usb000k2c1,2013-12-13T09:00:31.000Z,"73 km N of Bela, Pakistan",earthquake,,2,0.394,,reviewed,us,us
2013-09-24T11:41:50.050Z,26.6776,65.4037,9.97,5.1,mb,,150,22.937,1.15,us,usb000k2c0,2013-12-13T09:00:31.000Z,"103 km WNW of Bela, Pakistan",earthquake,,1.9,0.215,,reviewed,us,us
2013-09-24T11:36:27.670Z,27.2085,65.5674,10.03,5.8,mb,,43,7.704,0.79,us,usb000jyj7,2022-05-03T17:51:16.172Z,"122 km WSW of Khuzdar, Pakistan",earthquake,,1,0.054,,reviewed,us,us
2013-09-24T11:29:47.970Z,26.951,65.5009,15,7.7,mww,,17,7.241,0.93,us,usb000jyiv,2022-08-06T17:55:53.937Z,"113 km NW of Bela, Pakistan",earthquake,,1.6,,,reviewed,us,us
2013-09-05T18:11:28.600Z,33.2221,75.404,10.24,4.5,mb,,116,1.836,0.8,us,usb000jirl,2013-11-15T03:20:25.000Z,"14 km NE of Batoti, India",earthquake,,2.8,0.156,,reviewed,us,us
2013-08-18T23:53:31.680Z,33.2183,75.8728,44.81,4.8,mb,,45,5.831,0.58,us,usb000j66f,2013-10-19T02:41:50.000Z,"14 km SE of Kishtw?r, India",earthquake,,6.4,0.055,,reviewed,us,us
2013-08-16T00:30:20.030Z,29.0997,69.4081,10.13,4.6,mb,,109,5.61,0.8,us,usb000j4i5,2013-10-19T02:41:44.000Z,"25 km ENE of Dera Bugti, Pakistan",earthquake,,1.9,0.112,,reviewed,us,us
2013-08-13T01:43:08.450Z,33.2348,68.1353,15.91,4.5,mb,,93,1.505,0.91,us,usb000j1vk,2013-10-19T02:41:41.000Z,"44 km SW of Ghazni, Afghanistan",earthquake,,4,0.074,,reviewed,us,us
2013-08-02T21:37:46.070Z,33.2967,75.9504,42.43,5.2,mb,,44,2.269,0.93,us,usb000iug2,2022-07-25T19:33:52.894Z,"17 km E of Kishtw?r, India",earthquake,,4.8,0.048,,reviewed,us,us
2013-08-02T02:32:47.770Z,33.2663,75.9377,14.12,5,mwb,,43,2.264,0.68,us,usb000itvz,2022-07-25T19:30:16.374Z,"16 km ESE of Kishtw?r, India",earthquake,,3.3,0.073,,reviewed,us,us
2013-07-29T14:53:34.090Z,24.6677,62.3725,25.56,4.5,mb,,129,3.706,0.92,us,usc000irpf,2015-06-22T20:11:50.599Z,"50 km S of Gwadar, Pakistan",earthquake,10.1,4.9,0.108,,reviewed,us,us
2013-07-09T13:49:18.870Z,32.765,78.197,49.9,5,mb,144,41,,0.99,us,usb000i9y4,2014-11-07T01:51:14.566Z,"111 km ENE of Man?li, India",earthquake,,2.9,,110,reviewed,us,us
2013-06-04T17:34:50.750Z,32.672,76.601,41.1,4.9,mb,165,45,,0.99,us,usb000hd78,2022-07-25T04:25:18.105Z,"41 km WNW of Kyelang, India",earthquake,,5.7,,149,reviewed,us,us
2013-05-14T20:03:36.620Z,33.087,75.709,48,4.7,mb,110,89,,0.98,us,us2013qec4,2014-11-07T01:50:48.345Z,"11 km N of Bhadarw?h, India",earthquake,,7.1,,80,reviewed,us,us
2013-05-14T20:00:07.770Z,33.101,75.727,61.7,4.7,mb,93,106,,1.18,us,usc000gwrb,2014-11-07T01:50:48.336Z,"13 km N of Bhadarw?h, India",earthquake,,3.7,,55,reviewed,us,us
2013-05-09T16:24:05.360Z,27.741,63.469,35.3,4.5,mb,72,105,,1.39,us,usc000grxx,2014-11-07T01:50:45.843Z,"156 km SW of Dalbandin, Pakistan",earthquake,,6.2,,51,reviewed,us,us
2013-05-01T09:19:45.930Z,33.001,75.764,10,4.6,mb,96,73,,0.82,us,usb000gjjv,2022-07-25T01:05:45.381Z,"4 km ENE of Bhadarw?h, India",earthquake,,2.8,,63,reviewed,us,us
2013-05-01T06:57:13.480Z,33.061,75.863,15,5.7,mww,137,25,,1.11,us,usb000gjhz,2022-07-25T01:04:28.396Z,"16 km ENE of Bhadarw?h, India",earthquake,,,,,reviewed,us,us
2013-04-30T15:05:27.460Z,28.436,62.05,48.2,4.6,mb,98,88.9,,1.11,us,us2013pqaz,2014-11-07T01:50:39.993Z,"85 km ENE of Kh?sh, Iran",earthquake,,7.3,,48,reviewed,us,us
2013-04-30T09:41:51.600Z,33.152,75.741,10,4.5,mb,97,80,,0.81,us,usb000gikz,2014-11-07T01:50:39.865Z,"18 km E of Doda, India",earthquake,,,,64,reviewed,us,us
2013-04-24T09:25:30.040Z,34.526,70.22,63.8,5.5,mww,303,20,,0.89,us,usb000geu9,2022-07-25T00:30:31.616Z,"16 km S of Mehtar L?m, Afghanistan",earthquake,,,,,reviewed,us,us
2013-04-20T15:37:18.000Z,28.04,62.26,30,4.7,mb,68,79.6,,,us,usb000gcne,2014-11-07T01:50:36.815Z,"104 km ESE of Kh?sh, Iran",earthquake,,,,36,reviewed,teh,us
2013-04-17T20:52:30.090Z,29.282,63.381,35.6,4.5,mb,92,96,,0.99,us,us2013pcb7,2014-11-07T01:50:35.406Z,"108 km WNW of Dalbandin, Pakistan",earthquake,,5.8,,48,reviewed,us,us
2013-04-17T04:53:24.590Z,28.076,62.586,80,4.8,mb,165,35.6,,,us,usb000g8tc,2022-05-03T17:26:12.458Z,"135 km E of Kh?sh, Iran",earthquake,,,,107,reviewed,teh,us
2013-04-17T03:15:52.400Z,28.114,62.354,56.2,5.6,mww,349,19,,1.12,us,usb000g8rt,2022-05-03T17:26:11.244Z,"112 km E of Kh?sh, Iran",earthquake,,3.6,,,reviewed,us,us
2013-04-16T20:43:17.900Z,27.871,61.92,85,4.7,mb,81,100,,,us,usb000g8ga,2022-07-24T23:44:46.378Z,"79 km ESE of Kh?sh, Iran",earthquake,,,,60,reviewed,teh,us
2013-04-16T19:14:53.290Z,27.936,61.838,80,4.6,mb,24,100,,,us,usb000g9dc,2014-11-07T01:50:34.722Z,"68 km ESE of Kh?sh, Iran",earthquake,,,,18,reviewed,teh,us
2013-04-16T10:44:20.180Z,28.033,61.996,80,7.7,mww,506,26.6,,1.09,us,usb000g7x7,2022-07-24T23:40:43.236Z,"79 km ESE of Kh?sh, Iran",earthquake,,,,,reviewed,us,us
2013-04-04T17:39:16.550Z,32.796,73.131,13.7,4.5,mb,24,111.2,,1.06,us,usp000k027,2014-11-07T01:50:30.467Z,"15 km ENE of Choa Saidan Shah, Pakistan",earthquake,,11.7,,3,reviewed,us,us
2013-02-26T20:12:13.550Z,29.194,67.554,10,4.7,mb,65,96.8,,1.15,us,usp000jzj7,2014-11-07T01:50:12.157Z,"31 km WNW of Bhag, Pakistan",earthquake,,,,26,reviewed,us,us
2013-02-14T03:43:17.720Z,30.054,68.063,15.6,4.5,mb,73,110.9,,1,us,usp000jzaq,2014-11-07T01:50:07.482Z,"13 km ESE of Harnai, Pakistan",earthquake,,15.3,,26,reviewed,us,us
2013-02-11T10:48:52.100Z,30.969,78.268,10,4.6,mb,105,84.6,,0.94,us,usc000f5fv,2022-07-24T17:54:13.828Z,"18 km NNE of Barkot, India",earthquake,,,,35,reviewed,us,us
2013-02-08T03:54:43.570Z,30.485,69.515,23.5,4.5,mb,54,96.7,,0.73,us,usc000f3qv,2014-11-07T01:50:04.140Z,"65 km N of Barkhan, Pakistan",earthquake,,12.7,,15,reviewed,us,us
2012-12-25T17:36:32.800Z,28.464,66.465,35,5,mb,169,56.8,,0.96,us,usp000jxd6,2014-11-07T01:49:39.651Z,"20 km E of Surab, Pakistan",earthquake,,,,108,reviewed,us,us
2012-11-19T22:38:01.320Z,30.398,67.457,9.3,4.5,mb,49,107.7,,0.78,us,usp000jvuv,2014-11-07T01:49:24.529Z,"11 km SSW of Alik Ghund, Pakistan",earthquake,,15.5,,14,reviewed,us,us
2012-11-19T17:58:08.800Z,30.492,67.566,11.6,4.8,mb,78,78.8,,1.07,us,usp000jvum,2014-11-07T01:49:24.507Z,"4 km E of Alik Ghund, Pakistan",earthquake,,21.2,,24,reviewed,us,us
2012-11-19T17:54:07.460Z,30.538,67.584,10,5.3,mb,147,54.9,,1.35,us,usp000jvuk,2022-05-03T15:58:57.424Z,"8 km NE of Alik Ghund, Pakistan",earthquake,,,,83,reviewed,us,us
2012-10-11T23:54:30.560Z,34.108,73.698,26,4.6,mb,87,86,,0.74,us,usp000jtvv,2014-11-07T01:49:04.652Z,"28 km NNW of Rawala Kot, Pakistan",earthquake,,6.9,,29,reviewed,us,us
2012-10-08T17:46:20.670Z,31.832,78.444,10,4.9,mb,61,51.3,,0.98,us,usp000jtrg,2022-05-03T15:51:41.767Z,"71 km ENE of Sar?han, India",earthquake,,,,16,reviewed,us,us
2012-10-02T08:34:54.360Z,32.471,76.632,10,4.8,mb,65,95.1,,1.15,us,usp000jtd8,2015-03-24T02:21:59.034Z,"38 km WSW of Kyelang, India",earthquake,,,,21,reviewed,us,us
2012-10-02T03:45:30.090Z,32.401,76.507,19.1,4.6,mb,49,145.5,,1.1,us,usp000jtcv,2014-11-07T01:49:00.595Z,"26 km NE of Dharamsala, India",earthquake,,26.7,,14,reviewed,us,us
2012-09-13T08:17:52.760Z,30.034,70.133,10,4.7,mb,65,48.7,,1.05,us,usp000js8x,2014-11-07T01:48:51.216Z,"48 km W of Dera Ghazi Khan, Pakistan",earthquake,,,,25,reviewed,us,us
2012-09-02T05:48:35.770Z,29.533,67.905,10,4.5,mb,75,53,,0.81,us,usp000jrg1,2014-11-07T01:48:45.477Z,"2 km ESE of Sibi, Pakistan",earthquake,,,,21,reviewed,us,us
2012-08-13T20:32:59.280Z,34.849,73.663,27.5,5.4,mb,320,29.5,,0.89,us,usp000jq94,2022-05-03T15:46:08.944Z,"55 km NNE of Muzaffar?b?d, Pakistan",earthquake,,7.6,,172,reviewed,us,us
2012-05-27T09:29:58.120Z,33.878,72.804,48.4,4.6,mb,40,145.1,,1.17,us,usp000jkzp,2014-11-07T01:47:53.871Z,"17 km SW of Haripur, Pakistan",earthquake,,7.7,,6,reviewed,us,us
2012-05-18T12:45:53.160Z,34.509,69.618,10,4.8,mb,95,90.7,,1.14,us,usp000jkjq,2015-03-24T01:52:56.049Z,"37 km N of ?uk?mat? Azrah, Afghanistan",earthquake,,,,43,reviewed,us,us
